id,title,console,alcohol_reference,animated_blood,blood,blood_and_gore,cartoon_violence,crude_humor,drug_reference,fantasy_violence,intense_violence,language,lyrics,mature_humor,mild_blood,mild_cartoon_violence,mild_fantasy_violence,mild_language,mild_lyrics,mild_suggestive_themes,mild_violence,no_descriptors,nudity,partial_nudity,sexual_content,sexual_themes,simulated_gambling,strong_language,strong_sexual_content,suggestive_themes,use_of_alcohol,use_of_drugs_and_alcohol,violence,esrb_rating,new_development_cost,new_marketing_cost,new_production_cost,development_cost,marketing_cost,production_cost,release_year,release_date
1211,NBA 2K21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,58613208,25119946,83733154,75145138,32205059,107350197,2020,20200904
1212,Fate/EXTELLA LINK,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,62277136,26690201,88967337,79842482,34218207,114060689,2019,20190322
1213,Los Sims™ 4 Star Wars™: Viaje a Batuu ,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,61875209,26517947,88393156,79327191,33997368,113324559,2020,20200908
1214,ToeJam and Earl: Back in the Groove,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,64637896,27701956,92339852,82869098,35515328,118384426,2019,20190301
1215,ACA NEOGEO SENGOKU 3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,-1,-1,-1,84945502,36405215,121350717,2018,20180329
1216,Anamorphine,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,89435524,38329510,127765035,2018,20180731
1217,Shape of the World,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,85548826,36663782,122212608,2018,20180605
1218,WWE 2K20,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,T,61585317,26393708,87979025,78955535,33838087,112793622,2019,20191022
1219,Astroneer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,60018621,25722266,85740888,76946950,32977264,109924215,2019,20191115
1220,HEX: Card Clash,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,T,-1,-1,-1,99461046,42626162,142087208,2016,20160126
1221,Mugsters,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,93807413,40203177,134010590,2018,20180717
1222,UFC 4,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,73926578,31682819,105609397,94777664,40618999,135396663,2020,20200814
1223,Samurai Shodown V Special ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,M,-1,-1,-1,94224442,40381904,134606346,2017,20170912
1224,Ys VIII: Lacrimosa of Dana,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,-1,-1,-1,79868582,34229392,114097974,2017,20170915
1225,Aggelos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,61106341,26188432,87294773,78341463,33574913,111916376,2019,20190712
1226,Wonder Boy: The Dragon's Trap,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,93212502,39948215,133160717,2017,20170418
1227,Atari Flashback Classics Volume 3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,80526370,34511301,115037671,2018,20181213
1228,Gunducky Industries,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,73476697,31490013,104966711,94200894,40371812,134572706,2021,20210428
1229,Earth Defense Force 5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,95663016,40998435,136661451,2018,20181211
1230,Family Feud,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,77431852,33185079,110616931,1991,19910501
1231,Dead Age,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,-1,-1,-1,95869856,41087081,136956937,2018,20180907
1232,Borderlands 3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,M,61093941,26183118,87277059,78325566,33568100,111893666,2019,20190913
1233,Metal Wolf Chaos XD,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,63658412,27282176,90940588,81613349,34977149,116590498,2019,20190806
1234,Five Nights at Freddy's: Core Collection,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,60667822,26000495,86668317,77779259,33333968,111113227,2021,20210112
1235,NBA LIVE 20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,95071910,40745104,135817015,2005,20050926
1236,Way of Redemption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ET,-1,-1,-1,73522822,31509781,105032603,2017,20171107
1237,Trine 4: The Nightmare Prince,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,72769742,31187032,103956774,93294541,39983375,133277916,2019,20191008
1238,Pixel Gear,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,86632601,37128258,123760859,2016,20161020
1239,R.B.I. Baseball 19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,70468878,30200948,100669826,90344716,38719164,129063880,2019,20190305
1240,Moving Out,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,78220640,33523132,111743772,100282872,42978374,143261246,2020,20200512
1241,Puyo Puyo Tetris 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,66822304,28638131,95460434,85669620,36715552,122385172,2020,20201208
1242,The Walking Dead: The Final Season,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,-1,-1,-1,92133770,39485902,131619672,2018,20180814
1243,Titan Quest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,-1,-1,-1,101259884,43397093,144656977,2006,20060626
1244,Drive On Moscow,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,93336354,40001294,133337648,2018,20180504
1245,Asdivine Hearts II,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,76862677,32941147,109803825,98541894,42232240,140774134,2019,20190115
1246,Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,T,74969552,32129808,107099359,96114810,41192061,137306871,2020,20201204
1247,Dandara,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,93255855,39966795,133222650,2018,20180206
1248,Punch Line ,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,M,-1,-1,-1,74288894,31838098,106126992,2018,20181009
1249,Bleed 2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,85117287,36478837,121596124,2018,20180209
1250,Yomawari: Midnight Shadows,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,-1,-1,-1,89259524,38254082,127513606,2017,20171024
1251,Valfaris,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,M,61063156,26169924,87233080,78286097,33551185,111837282,2019,20191105
1252,Bugsnax,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ET,75108838,32189502,107298340,96293382,41268592,137561974,2020,20201112
1253,Nights of Azure 2: Bride of the New Moon,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,T,-1,-1,-1,84499898,36214242,120714140,2017,20171024
1254,The Journey Down: Chapter Two,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,90403947,38744549,129148496,2014,20140825
1255,Journey Collector's Edition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,85642081,36703749,122345830,2015,20150929
1256,The Sims™ 4 Jungle Adventure,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,-1,-1,-1,91435842,39186790,130622632,2018,20181204
1257,FORGOTTON ANNE,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,99531046,42656163,142187209,2018,20180515
1258,Shovel Knight: Treasure Trove,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,E,-1,-1,-1,100400049,43028593,143428642,2015,20150429
1259,My Friend Pedro ,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,58496310,25069847,83566156,74995269,32140829,107136098,2020,20200402
1260,NASCAR Heat 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,94494548,40497664,134992212,2017,20170912
1261,WILL: A Wonderful World,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,M,-1,-1,-1,90546092,38805468,129351560,2017,20170606
1262,DOOM Eternal,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,59376551,25447093,84823644,76123783,32624478,108748261,2020,20200320
1263,ACA NEOGEO SOCCER BRAWL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,88484943,37922119,126407062,2017,20171122
1264,One Piece: Grand Cruise,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,-1,-1,-1,84505455,36216623,120722078,2018,20180521
1265,Professor  Rubik's Brain Fitness,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,65652239,28136674,93788913,84169537,36072659,120242196,2020,20201124
1266,Spectrum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,74878610,32090833,106969443,2018,20180822
1267,Raw Data,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,-1,-1,-1,95094907,40754960,135849867,2016,20160714
1268,INFERNO CLIMBER: REBORN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,61545313,26376563,87921875,78904247,33816106,112720353,2019,20190328
1269,Tyr: Chains of Valhalla,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,81157394,34781740,115939135,2018,20180508
1270,Crisis on the Planet of the Apes,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,-1,-1,-1,84472228,36202383,120674611,2018,20180402
1271,Timber Tennis Versus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,87325694,37425298,124750992,2018,20181108
1272,YIIK: A Postmodern RPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,M,64476502,27632787,92109289,82662182,35426650,118088832,2019,20190117
1273,Megadimension Neptunia VIIR,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,T,-1,-1,-1,78845808,33791061,112636869,2018,20180511
1274,Jumanji The Video Game,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,76000957,32571838,108572795,97437124,41758767,139195891,2019,20191108
1275,Splash Blast Panic,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,73265708,31399590,104665298,93930395,40255884,134186279,2019,20191024
1276,Apex Legends,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,62931636,26970701,89902337,80681584,34577822,115259406,2019,20190204
1277,Laws of Machine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,97052119,41593765,138645884,2018,20180125
1278,Psyvariar Delta,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,62132141,26628060,88760201,79656591,34138539,113795130,2019,20190702
1279,Everspace: Stellar Edition,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,100591126,43110483,143701609,2017,20170525
1280,Gnomes Garden 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,83660416,35854464,119514880,2018,20181114
1281,Chariot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,76111587,32619252,108730839,2014,20140930
1282,Sea of Memories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,97923857,41967367,139891224,2018,20180601
1283,Los Sims™ 4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,-1,-1,-1,98699277,42299690,140998967,2014,20140902
1284,FIFA 21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,70401394,30172026,100573421,90258198,38682085,128940283,2020,20201006
1285,Hitman: Definitive Edition,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,M,-1,-1,-1,86595736,37112458,123708194,2016,20160223
1286,3D Billiards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,98056191,42024082,140080273,2017,20171219
1287,The Exorcist: Legion VR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,-1,-1,-1,91493975,39211703,130705678,2018,20180619
1288,Moss,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,92565883,39671093,132236976,2018,20180227
1289,RIOT - Civil Unrest,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,77405696,33173870,110579566,99238072,42530602,141768674,2019,20190206
1290,Wraith,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,78721943,33737976,112459919,2017,20171015
1291,Spelunky,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,88880742,38091747,126972489,2012,20120704
1292,Get Over Here,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,T,-1,-1,-1,100440324,43045853,143486177,2018,20180911
1293,Guns of Icarus Alliance,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,78379214,33591092,111970306,2018,20180501
1294,Don't Bite Me Bro!,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,87970366,37701585,125671951,2018,20180320
1295,Glass Masquerade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,63670914,27287535,90958449,81629377,34984019,116613396,2019,20190208
1296,GUNGRAVE VR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,78807393,33774597,112581990,2018,20181211
1297,Call of Duty®: Modern Warfare®,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,M,-1,-1,-1,83516097,35792613,119308710,2007,20071105
1298,EA SPORTS™ FIFA 21 NXT LEVEL EDITION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,68912626,29533982,98446609,88349521,37864080,126213601,2020,20201006
1299,The Sims™ 4 Movie Hangout Stuff,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,72919382,31251164,104170546,93486387,40065595,133551982,2019,20190219
1300,The Occupation,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,64804469,27773344,92577813,83082653,35606851,118689504,2019,20190305
1301,Sundered: Eldritch Edition,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,80871399,34659171,115530570,2018,20181221
1302,Resident Evil 2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,76526893,32797240,109324132,98111401,42047743,140159144,2019,20190125
1303,Impact Winter,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,-1,-1,-1,79805048,34202164,114007212,2018,20180405
1304,Gnomes Garden 3: The thief of castles,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,76408949,32746692,109155641,2018,20180725
1305,RPG Maker MV,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ET,63049788,27021337,90071125,80833061,34642740,115475801,2020,20200911
1306,Trials Rising,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,T,73898697,31670870,105569566,94741919,40603679,135345598,2019,20190226
1307,Crash Bandicoot™ 4: It's About Time,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,60136458,25772768,85909226,77098023,33042010,110140033,2020,20201002
1308,Factotum 90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,92922488,39823924,132746412,2017,20171003
1309,Pankapu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,95283300,40835700,136119000,2017,20170920
1310,Neverwinter Nights Enhanced Edition,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,M,71228639,30526560,101755199,91318768,39136615,130455383,2019,20191203
1311,Outward,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,M,61146403,26205602,87352004,78392824,33596925,111989749,2019,20190326
1312,Laser League,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,82965690,35556724,118522415,2018,20180510
1313,Ghost of Tsushima,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,M,76391377,32739162,109130539,97937663,41973284,139910947,2020,20200717
1314,Grim Legends 3: The Dark City,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,-1,-1,-1,91805073,39345031,131150104,2018,20180510
1315,HackyZack,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,63751523,27322082,91073605,81732722,35028310,116761032,2019,20190213
1316,VROOM KABOOM,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,89887286,38523123,128410409,2018,20180814
1317,Dark Quest 2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,72792695,31196869,103989565,93323968,39995986,133319955,2019,20190417
1318,Celeste,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,87964784,37699193,125663977,2018,20180126
1319,The Walking Dead Onslaught,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,66970730,28701741,95672472,85859910,36797104,122657015,2020,20200929
1320,Gene Rain,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,M,-1,-1,-1,93119881,39908521,133028402,2018,20180717
1321,PixelJunk VR™ Dead Hungry,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,93353110,40008476,133361585,2017,20171025
1322,Streets of Red : Devil's Dare Deluxe,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,60071646,25744991,85816637,77014931,33006399,110021330,2019,20190221
1323,The Sims™ 4 Spooky Stuff,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,-1,-1,-1,79433402,34042887,113476289,2018,20181002
1324,Switchblade,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,87109244,37332533,124441777,1989,19891130
1325,Cloudpunk,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,M,58775503,25189501,83965004,75353209,32294232,107647441,2020,20201015
1326,FIFA 19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,76766206,32899803,109666009,2018,20180928
1327,Disaster Report 4: Summer Memories,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,T,66771313,28616277,95387591,85604248,36687535,122291783,2020,20200421
1328,Way of the Passive Fist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,-1,-1,-1,101420138,43465773,144885911,2018,20180306
1329,Alchemist's Castle,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,80921135,34680486,115601621,2018,20180327
1330,BATTLE GAREGGA REV.2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,93291184,39981936,133273120,2016,20161212
1331,Wild Turkey Hunter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,-1,-1,-1,83364931,35727828,119092759,2018,20180124
1332,FIFA 20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,58371971,25016559,83388530,74835860,32072512,106908372,2019,20190927
1333,Mega Man 11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,92900002,39814287,132714289,2018,20181002
1334,Fill-a-Pix: Phil's Epic Adventure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,89885478,38522348,128407826,2018,20180724
